UserPoNumber,JobPrice,PostDate,PostTime,QLNumber,PickStreet,PickCity,PickStation,PickState,PickZip,DropStreet,DropCity,DropState,DropZip,ShipmentTypeName,StatusTypeName,CarrierName,ShipperName,DriverName,ShipperCharges,QuickloadCharges,QLCommission,CarrierPayment,QuotePrice,ContainerNumber,ContainerSize,ContainerSizeUnit,ContainerWidth,ContainerHeight,ContainerLength,ContainerMaxPayLoad,ContainerType,ContainerQuantity,POD_Loaded,LoadType,MaterialType,PalletsQuantity,PalletHeight,PalletWidth,PalletLength,PalletUnitTypeId,TotalWeight,WeightUnitTypeId,PickDate,PickTime,ActualPickDate,ActualPickTime,DropDate,DropTime,ActualDropDate,ActualDropTime,PickContactName,PickContactPhone,DropContactName,DropContactPhone,Instructions
PO-1693,$300.00,14/12/2016,10:52 AM EST,W8XLTC4,2792 NW 24th St,Miami,Port of Miami,FL,33142,7463 Poor House Street,Stuart,FL,34997,Partial,Proof Of Delivery,BOS Cargo,Bos warehouse,Walter Saldana,$300.00,$36.00,$15.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,18,30,37,43,1,"44,450",Lbs,14/12/2016,05:54 AM EST,,,14/12/2016,07:54 AM EST,,,Aryan Miranda,(271) 429-8344,Gwendolyn Weber,(646) 399-6389,"No matter how annoying they can be, tell your siblings how much you appreciate them"
PO-1694,$300.00,14/12/2016,10:56 AM EST,PUMEU2L,2792 NW 24th St,Miami,Port of Miami,FL,33142,2 La Sierra St.,Winter Garden,FL,34787,Partial,Proof Of Delivery,Vito Transport Inc.,Bos warehouse,Walter Saldana,$300.00,$52.00,$20.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,18,32,37,44,1,"43,668",Lbs,15/12/2016,05:57 AM EST,,,15/12/2016,07:57 AM EST,,,Jeremy Bowers,(665) 452-4339,Phoebe Stanton,(628) 210-4222,"Who will be making dinner for your family today? Tag, you’re it!"
PO-1695,$300.00,14/12/2016,10:59 AM EST,YJ6XDMN,2792 NW 24th St,Miami,Port of Miami,FL,33142,265 Peachtree Street,Winter Garden,FL,34787,Partial,Proof Of Delivery,DMS Logistics Inc,Bos warehouse,Alexander Iuspa,$300.00,$30.00,$20.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,14,32,37,44,1,"41,948",Lbs,15/12/2016,05:59 AM EST,,,15/12/2016,07:59 AM EST,,,Meadow Carr,(782) 120-2235,Tristian Holmes,(215) 499-9959,Put your phone down and have a conversation with a friend
PO-1696,$300.00,14/12/2016,11:04 AM EST,VL1O6KX,2792 NW 24th St,Miami,Port of Miami,FL,33142,7203 Lookout Drive,Fleming Island,FL,32003,Partial,Proof Of Delivery,AlexCarrierBest,Bos warehouse,Alexander Iuspa,$300.00,$29.00,$13.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,20,36,36,36,1,"45,456",Lbs,16/12/2016,06:04 AM EST,,,16/12/2016,08:04 AM EST,,,Preston Johns,(553) 620-4229,Ryland Hays,(422) 541-8637,Oooh wait! There’s somebody behind you; hold the door open!
PO-1882,$470.00,13/10/2017,11:24 AM EST,N5XPRAJ,2792 NW 24th St,Miami,Port of Miami,FL,33142,8600 W. Spring Court,Ashburn,VA,20147,Partial,Posted Complete,DMS Logistics Inc,BOS Global LLC,Andy Luis,$470.00,$48.00,$11.00,$399.00,$470.00,,,,,,,,,,0,Pallet,Marble,15,60,48,40,1,"59,511",Lbs,16/10/2017,02:59 AM EST,,,16/10/2017,06:59 AM EST,,,Madeleine Greene,(389) 583-0823,Karlie Rangel,(481) 546-1060,"Leave a kind message anywhere (in a library book, on a computer etc.)"
PO-1722,$125.00,13/02/2017,03:32 PM EST,OUDF5VD,2792 NW 24th St,Miami,Port of Miami,FL,33142,87 Lafayette Avenue,Sarasota,FL,34231,Partial,Paid,DMS Logistics Inc,Royalstone,Walter Saldana,$125.00,$58.00,$12.00,$125.00,$125.00,,,,,,,,,,1,Pallet,,21,60,48,40,1,"45,000",Lbs,14/02/2017,03:59 AM EST,,,14/02/2017,04:29 AM EST,,,Erick Ball,(500) 924-7503,Kristen Pratt,(314) 923-9232,Make a hot beverage for a friend/family
PO-1688,$300.00,12/12/2016,08:52 AM EST,WXWER9M,2792 NW 24th St,Miami,Port of Miami,FL,33142,778 Corona Lane,Venice,FL,34293,Partial,Paid,DMS Logistics Inc,Bos warehouse,Walter Saldana,$300.00,$25.00,$11.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,26,22,37,44,1,"44,988",Lbs,12/12/2016,03:31 AM EST,,,12/12/2016,05:31 AM EST,,,Brennan Wise,(987) 296-4323,Ayana Mcmahon,(670) 830-6651,Compliment someone today!
PO-1689,$300.00,12/12/2016,08:54 AM EST,DBV0XP1,2792 NW 24th St,Miami,Port of Miami,FL,33142,120 Atlantic Dr.,Fernandina Beach,FL,32034,Partial,Paid,DMS Logistics Inc,Bos warehouse,Walter Saldana,$300.00,$56.00,$20.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,25,31,46,29,1,"45,168",Lbs,12/12/2016,03:54 AM EST,,,12/12/2016,05:54 AM EST,,,Francisco Bonilla,(449) 323-7330,Helen Petty,(344) 302-6276,Open the door for someone
PO-1690,$300.00,12/12/2016,09:02 AM EST,OFP97DE,2792 NW 24th St,Miami,Port of Miami,FL,33142,26 N. Thorne Ave.,Middleburg,FL,32068,Partial,Paid,BOS Cargo,Bos warehouse,John Martinez,$300.00,$65.00,$10.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,26,22,37,44,1,"46,644",Lbs,13/12/2016,04:04 AM EST,,,13/12/2016,06:04 AM EST,,,Talan Arroyo,(649) 709-3435,Charlotte Cooke,(679) 663-3072,Plant a seed
PO-1710,$200.00,11/01/2017,02:12 PM EST,H2WCO75,2792 NW 24th St,Miami,Port of Miami,FL,33142,93 Fieldstone Circle,Orange Park,FL,32065,Partial,Cancelled,Vanyoska Transport Inc.,Bos warehouse,Weymar Marenco,$200.00,$46.00,$10.00,$200.00,$200.00,,,,,,,,,,0,Pallet,TILES/PAVERS,12,101,32,41,1,"35,791",Lbs,12/01/2017,05:59 AM EST,,,12/01/2017,07:59 AM EST,,,Bailey Mahoney,(578) 816-9756,Tatum Schultz,(592) 954-1010,Help someone carry their pushchair up/down the stairs
PO-1869,$219.00,10/08/2017,11:33 AM EST,8UW1ISK,2792 NW 24th St,Miami,Port of Miami,FL,33142,9254 Silver Spear Drive,Santa Monica,CA,90403,Partial,Cancelled,AlexCarrierBest,Marianna Shipping Co,Hiram Vazquez,$219.00,$30.00,$19.00,$186.00,$219.00,,,,,,,,,,0,Pallet,marble,15,60,48,40,1,"38,000",Lbs,08/08/2017,02:59 AM EST,,,08/08/2017,06:59 AM EST,,,Tyree Vincent,(442) 319-4854,Madelynn Wheeler,(564) 724-3948,Say good morning/afternoon/evening to a stranger
PO-1861,$125.00,10/07/2017,11:12 AM EST,LL64CBG,2792 NW 24th St,Miami,Port of Miami,FL,33142,265 Honey Creek Lane,Vista,CA,92083,Full,Paid,Quickload,Polymersan LLC,Yuris Lopez,$125.00,$32.00,$10.00,$106.00,$144.00,,,,,,,,,,0,Pallet,Plastic,24,60,48,40,1,"25,000",Lbs,10/07/2017,09:59 AM EST,,,10/07/2017,10:29 AM EST,,,Brooklyn Buchanan,(932) 469-9252,Kennedy Mcclain,(246) 378-9108,Make a conscious effort to recycle
PO-1862,$1.00,10/07/2017,11:33 AM EST,RW5T1J4,1204 SW 8th St,Miami,Port of Miami,FL,33135,7320 Winchester Rd.,Pomona,CA,91768,Partial,Cancelled,AlexCarrierBest,Adaa,Walter Saldana,$1.00,$46.00,$20.00,$1.00,$46.00,,,,,,,,,,0,Pallet,,1,60,48,40,1,"1,000",Lbs,11/07/2017,02:59 AM EST,,,11/07/2017,06:59 AM EST,,,America Barr,(388) 856-8858,Yahir Marquez,(904) 971-6902,Make your voice count - sign a petition for a good cause
PO-1739,$165.00,10/03/2017,02:04 PM EST,AV64JSY,2792 NW 24th St,Miami,Port of Miami,FL,33142,9498 Race St.,Palm Beach Gardens,FL,33410,Partial,Cancelled,AlexCarrierBest,Bos Group,Weymar Marenco,$165.00,$48.00,$13.00,$140.25,$165.00,,,,,,,,,,0,Pallet,,10,0,0,0,1,"35,000",Lbs,13/03/2017,09:29 AM EST,,,13/03/2017,10:59 AM EST,,,Rayna Walters,(527) 312-4745,Angel Rice,(163) 606-0096,Smile at 3 people today
PO-1720,$300.00,10/02/2017,09:17 AM EST,QWFSNX4,2792 NW 24th St,Miami,Port of Miami,FL,33142,7261 Brook Court,Loxahatchee,FL,33470,Partial,Paid,BOS Cargo,Bos warehouse,Kelvin Sanchez,$300.00,$44.00,$15.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,20,31,44,37,1,"44,480",Lbs,10/02/2017,02:59 AM EST,,,10/02/2017,09:59 AM EST,,,Jerry Mcintosh,(785) 126-2830,Tanner Moss,(905) 165-7801,Purchase ethical goods
PO-1721,$300.00,10/02/2017,09:18 AM EST,8B7XE2B,2792 NW 24th St,Miami,Port of Miami,FL,33142,2 Roosevelt Drive,Fort Walton Beach,FL,32547,Partial,Paid,AlexCarrierBest,Bos warehouse,Alexander Iuspa,$300.00,$70.00,$11.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,23,29,37,44,1,"49,273",Lbs,10/02/2017,03:59 AM EST,,,10/02/2017,09:59 AM EST,,,Clare Ferrell,(348) 171-0358,Matteo Miles,(480) 203-5804,Help someone academically – lend them your study notes
PO-1685,$300.00,09/12/2016,09:35 AM EST,960T5N1,2792 NW 24th St,Miami,Port of Miami,FL,33142,7261 Brook Court,Loxahatchee,FL,33470,Partial,Cancelled,xyz trucking,Bos warehouse,Weymar Marenco,$300.00,$29.00,$14.00,$300.00,$300.00,,,,,,,,,,0,Pallet,,18,60,48,40,1,"44,622",Lbs,09/12/2016,04:34 AM EST,,,09/12/2016,06:34 AM EST,,,Danny Norton,(647) 308-2354,Marin Armstrong,(899) 518-8588,Help somebody with a chore they need done!
PO-1686,$300.00,09/12/2016,10:05 AM EST,GSU9OJ6,2792 NW 24th St,Miami,Port of Miami,FL,33142,2 Roosevelt Drive,Fort Walton Beach,FL,32547,Full,Paid,AlexCarrierBest,Bos warehouse,Alexander Iuspa,$300.00,$28.00,$20.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,18,60,48,40,1,"44,622",Lbs,09/12/2016,05:01 AM EST,,,09/12/2016,07:01 AM EST,,,Carlee Buck,(851) 905-6776,Jamal Hull,(397) 511-5604,Share today’s food with your neighbour!
PO-1687,$300.00,09/12/2016,10:28 AM EST,JHJL170,2792 NW 24th St,Miami,Port of Miami,FL,33142,87 Lafayette Avenue,Sarasota,FL,34231,Partial,Paid,Trust Transport LLC,Bos warehouse,Weymar Marenco,$300.00,$26.00,$19.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,19,60,48,40,1,"44,244",Lbs,09/12/2016,05:29 AM EST,,,09/12/2016,07:29 AM EST,,,Sandra Hardin,(950) 178-1578,Makena Butler,(864) 666-1451,Write a complimentary note for someone
PO-1760,$300.00,09/06/2017,08:52 AM EST,P0VKSQD,2792 NW 24th St,Miami,Port of Miami,FL,33142,26 N. Thorne Ave.,Middleburg,FL,32068,Full,Cancelled,Sam Isa Transport Express Corp,SUNGATE STONE LLC,Walter Saldana,$300.00,$45.00,$19.00,$255.00,$818.00,,,,,,,,,,0,Pallet,marble,18,60,48,40,1,"45,000",Lbs,12/06/2017,02:59 AM EST,,,12/06/2017,12:59 PM EST,,,Kaitlyn Mata,(638) 250-0419,Gary Bennett,(848) 269-1932,Visit a friend who’s sick
PO-1718,$300.00,09/02/2017,10:34 AM EST,WQV0G2A,2792 NW 24th St,Miami,Port of Miami,FL,33142,7084 Creekside St.,Sebastian,FL,32958,Partial,Paid,AlexCarrierBest,Bos warehouse,Walter Saldana,$300.00,$68.00,$14.00,$300.00,$300.00,,,,,,,,,,1,Pallet,tiles/pavers,14,29,37,43,1,"34,342",Lbs,09/02/2017,03:59 AM EST,,,09/02/2017,07:29 AM EST,,,Kassidy Chase,(616) 656-2351,Britney Alvarez,(963) 883-0694,Feeling inspired? Make a meal for your family or roommates
PO-1719,$300.00,09/02/2017,10:35 AM EST,QAEIQG2,2792 NW 24th St,Miami,Port of Miami,FL,33142,3 Tower Ave.,Fort Lauderdale,FL,33308,Partial,Paid,xyz trucking,Bos warehouse,Andy Luis,$300.00,$72.00,$10.00,$300.00,$300.00,,,,,,,,,,1,Pallet,tiles/pavers,18,30,37,43,1,"44,118",Lbs,09/02/2017,03:59 AM EST,,,09/02/2017,09:59 AM EST,,,Cruz Cordova,(405) 929-5097,Damien Andersen,(877) 435-4150,Help a younger student with their work
PO-1684,$150.00,08/12/2016,02:50 PM EST,DI0JN19,2792 NW 24th St,Miami,Port of Miami,FL,33142,3 Tower Ave.,Fort Lauderdale,FL,33308,Partial,Paid,DMS Logistics Inc,Bos warehouse,Hiram Vazquez,$150.00,$37.00,$16.00,$150.00,$150.00,,,,,,,,,,0,Pallet,Roofing Material,4,46,36,46,1,"9,153",Lbs,09/12/2016,03:59 AM EST,,,09/12/2016,05:59 AM EST,,,Elise Houston,(176) 880-5270,Brendan Beard,(396) 682-8671,Pay for someone else’s meal today
PO-1748,$330.00,08/05/2017,02:36 PM EST,AMR8PRB,2792 NW 24th St,Miami,Port of Miami,FL,33142,8369 North Smoky Hollow Street,Palm Coast,FL,32137,Partial,Cancelled,Bos Transport,SUNGATE STONE LLC,Walter Saldana,$330.00,$35.00,$19.00,$280.00,$330.00,,,,,,,,,,0,Pallet,travertien,18,60,48,40,1,"45,000",Lbs,09/05/2017,02:59 AM EST,,,09/05/2017,12:59 PM EST,,,Gunnar Cross,(446) 483-4576,Alfonso Wiggins,(199) 930-8875,Make someone a cup of coffee
PO-1749,$330.00,08/05/2017,02:35 PM EST,7WMX7NE,2792 NW 24th St,Miami,Port of Miami,FL,33142,18 W. Locust Ave.,Stuart,FL,34997,Partial,Cancelled,BOS Cargo,SUNGATE STONE LLC,Oscar Ortiz,$330.00,$39.00,$13.00,$280.00,$330.00,,,,,,,,,,0,Pallet,travertien,18,60,48,40,1,"45,000",Lbs,10/05/2017,02:59 AM EST,,,10/05/2017,12:59 PM EST,,,Jameson Woodard,(636) 967-3203,Lucia Graham,(192) 955-5087,Surroundings looking messy? Tidy up the area around you
PO-1750,$330.00,08/05/2017,02:39 PM EST,P7KH62N,2792 NW 24th St,Miami,Port of Miami,FL,33142,8022 Brandywine Drive,Ormond Beach,FL,32174,Partial,Cancelled,DMS Logistics Inc,SUNGATE STONE LLC,Joseph BOS,$330.00,$30.00,$12.00,$280.00,$330.00,,,,,,,,,,0,Pallet,traverien,20,60,48,40,1,"45,000",Lbs,10/05/2017,02:59 AM EST,,,10/05/2017,12:59 PM EST,,,Maria Bean,(732) 920-4397,Rodrigo Wilkinson,(926) 218-1779,Life can get really busy - take some time out to spend with a family member
PO-1751,$330.00,08/05/2017,02:49 PM EST,JLO7UD3,2792 NW 24th St,Miami,Port of Miami,FL,33142,716 Glen Creek Street,The Villages,FL,32162,Partial,Cancelled,ajs transport corp,SUNGATE STONE LLC,Walter Saldana,$330.00,$39.00,$11.00,$280.00,$330.00,,,,,,,,,,0,Pallet,travertien,18,60,48,40,1,"45,000",Lbs,11/05/2017,02:59 AM EST,,,11/05/2017,12:59 PM EST,,,Angel Rice,(755) 281-7494,Lana Mcpherson,(345) 939-4677,Tell a friend about ARK/World Kindness Day
PO-1752,$330.00,08/05/2017,02:47 PM EST,9NMIPJP,2792 NW 24th St,Miami,Port of Miami,FL,33142,242 E. Green Hill Street,Bonita Springs,FL,34135,Partial,Cancelled,"H&M Container Transport, Inc.",SUNGATE STONE LLC,Weymar Marenco,$330.00,$67.00,$11.00,$280.00,$330.00,,,,,,,,,,0,Pallet,travertien,18,60,48,40,1,"45,000",Lbs,12/05/2017,02:59 AM EST,,,12/05/2017,12:59 PM EST,,,Annabella Randolph,(629) 587-6783,Parker Tyler,(471) 791-9785,Know someone who is not coping very well? Give them a call
PO-1753,$330.00,08/05/2017,03:04 PM EST,K5GGC3Q,2792 NW 24th St,Miami,Port of Miami,FL,33142,7084 Creekside St.,Sebastian,FL,32958,Partial,Cancelled,DMS Logistics Inc,SUNGATE STONE LLC,John Martinez,$330.00,$27.00,$12.00,$280.00,$330.00,,,,,,,,,,0,Pallet,travertien,18,60,48,40,1,"45,000",Lbs,09/05/2017,02:59 AM EST,,,09/05/2017,12:59 PM EST,,,Julissa Hopkins,(268) 750-6423,Jadyn Waller,(776) 976-7978,House chores can be tiring – offer a helping hand
PO-1845,$1.00,07/07/2017,12:30 PM EST,MEO82SX,3337 FL-84,Davie,,FL,33324,265 Honey Creek Lane,Vista,CA,92083,Container,Paid,AlexCarrierBest,AlexShipper,Alexander Iuspa,$1.00,$72.00,$12.00,$1.00,$897.00,ABEH5064513,20,Ft,,,,,Open Top,,0,Container,,1,0,0,0,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Naomi Mcmillan,(733) 141-2861,Sam Skinner,(946) 987-1760,Writing a list of random sentences is harder than I initially thought it would be.
PO-1848,$1.00,07/07/2017,12:30 PM EST,MEO82SX,3337 FL-84,Davie,,FL,33324,7838 Princess Road,San Jose,CA,95127,Container,Paid,BOS Cargo,AlexShipper,Walter Saldana,$1.00,$71.00,$13.00,$1.00,$897.00,INNA8253154,40,Ft,,,,,Tunnel,,0,Container,,1,0,0,0,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Ryder Barnes,(852) 378-7036,Maleah Osborn,(737) 638-3147,We need to rent a room for our party.
PO-1854,$2.00,07/07/2017,12:32 PM EST,LHIF6QC,3337 FL-84,Davie,,FL,33324,549 Lookout Court,Mountain View,CA,94043,Container,Paid,DMS Logistics Inc,AlexShipper,Weymar Marenco,$2.00,$31.00,$14.00,$2.00,$784.00,BSBR2600778,20,Ft,,,,,Side Open,,0,Container,,1,0,0,0,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Ariana Hogan,(379) 324-7575,Kinsley York,(772) 900-1077,Let me help you with your baggage.
PO-1839,$1.00,07/07/2017,12:22 PM EST,9SWVHG8,901 S America Way,Miami,Port of Miami,FL,33132,901 S America Way,Miami,FL,33132,Container,Cancelled,Bos Transport,AlexShipper,Walter Saldana,$1.00,$46.00,$17.00,$1.00,$508.00,BNMI6914932,40,Ft,,,,,Refrigerated ISO,,0,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Paris Kane,(709) 526-5052,Augustus Baxter,(852) 220-4680,Where do random thoughts come from?
PO-1840,$1.00,07/07/2017,12:22 PM EST,9SWVHG8,131 NW 107th Ave,Miami,Port of Miami,FL,33172,131 NW 107th Ave,Miami,FL,33172,Container,Cancelled,BOS Cargo,AlexShipper,Walter Saldana,$1.00,$56.00,$15.00,$1.00,$508.00,LARH985846,20,Ft,,,,,Thermal,,0,Container,,1,0,0,0,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Beatrice Cohen,(649) 879-8950,Dean Walls,(294) 208-5603,How was the math test?
PO-1841,$1.00,07/07/2017,12:22 PM EST,9SWVHG8,901 S America Way,Miami,Port of Miami,FL,33132,9657 Grandrose Dr.,Palos Verdes Peninsula,CA,90274,Container,Cancelled,DMS Logistics Inc,AlexShipper,Andy Luis,$1.00,$43.00,$12.00,$1.00,$508.00,RHPS5066287,40,Ft,,,,,Tank,,0,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Sophie Sanders,(651) 293-5836,Chance Bryan,(140) 688-7946,I am happy to take your donation; any amount will be greatly appreciated.
PO-1842,$1.00,07/07/2017,12:22 PM EST,9SWVHG8,131 NW 107th Ave,Miami,Port of Miami,FL,33172,29 Foxrun Lane,Atwater,CA,95301,Container,Cancelled,ajs transport corp,AlexShipper,Hakki Ozdamar,$1.00,$57.00,$17.00,$1.00,$508.00,YSOY3664292,20,Ft,,,,,Car Carrier,,0,Container,,1,0,0,0,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Declan Maldonado,(898) 572-1944,Armando Patel,(734) 747-7189,The lake is a long way from here.
PO-1843,$1.00,07/07/2017,12:30 PM EST,MEO82SX,901 S America Way,Miami,Port of Miami,FL,33132,67 Creekside Ave.,Anaheim,CA,92806,Container,Paid,DMS Logistics Inc,AlexShipper,Walter Saldana,$1.00,$67.00,$18.00,$1.00,$897.00,FYEA1887041,40,Ft,,,,,Half Height,,0,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Matteo Miles,(854) 950-5414,Hailie Bush,(344) 953-6833,Don't step on the broken glass.
PO-1844,$1.00,07/07/2017,12:30 PM EST,MEO82SX,131 NW 107th Ave,Miami,Port of Miami,FL,33172,39 Bow Ridge St.,South El Monte,CA,91733,Container,Paid,DMS Logistics Inc,AlexShipper,Alexander Iuspa,$1.00,$57.00,$11.00,$1.00,$897.00,MMWK3740700,20,Ft,,,,,Dry,,0,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Nathalie Medina,(592) 115-5743,Alisson Boyer,(540) 768-4097,Lets all be unique together until we realise we are all the same.
PO-1846,$1.00,07/07/2017,12:30 PM EST,MEO82SX,901 S America Way,Miami,Port of Miami,FL,33132,7320 Winchester Rd.,Pomona,CA,91768,Container,Paid,DMS Logistics Inc,AlexShipper,Joe Wheller,$1.00,$51.00,$16.00,$1.00,$897.00,NSPB9644516,40,Ft,,,,,Flat Rack,,0,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Milo Greer,(281) 486-5855,Sydney Bright,(661) 320-8067,I hear that Nancy is very pretty.
PO-1847,$1.00,07/07/2017,12:30 PM EST,MEO82SX,4545 NW 37th Ave,Miami,Port of Miami,FL,33142,987 Arcadia St.,Ridgecrest,CA,93555,Container,Paid,BOS Cargo,AlexShipper,Walter Saldana,$1.00,$39.00,$20.00,$1.00,$897.00,CSLV109087,20,Ft,,,,,Open Top,,0,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Lorelei Small,(837) 691-8498,Jacob Morrow,(128) 695-2359,"We have never been to Asia, nor have we visited Africa."
PO-1849,$2.00,07/07/2017,12:32 PM EST,LHIF6QC,901 S America Way,Miami,Port of Miami,FL,33132,8262 Blackburn St.,Santa Monica,CA,90403,Container,Paid,DMS Logistics Inc,AlexShipper,Weymar Marenco,$2.00,$71.00,$17.00,$2.00,$784.00,AKHT1014314,40,Ft,,,,,Tunnel,,1,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Ellie Santos,(703) 495-1100,Sloane Jacobson,(630) 122-9017,This is a Japanese doll.
PO-1850,$2.00,07/07/2017,12:32 PM EST,LHIF6QC,131 NW 107th Ave,Miami,Port of Miami,FL,33172,29 Longfellow Street,Glendora,CA,91740,Container,Paid,"H&M Container Transport, Inc.",AlexShipper,Yuris Lopez,$2.00,$43.00,$10.00,$2.00,$784.00,XCPJ3701245,20,Ft,,,,,Side Open,,1,Container,,1,0,0,0,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Giselle Wilcox,(590) 380-3642,Marlon Nicholson,(584) 546-0702,The clock within this blog and the clock on my laptop are 1 hour different from each other.
PO-1851,$2.00,07/07/2017,12:33 PM EST,LHIF6QC,131 NW 107th Ave,Miami,Port of Miami,FL,33172,991 County Dr.,Rocklin,CA,95677,Container,Paid,DMS Logistics Inc,AlexShipper,Walter Saldana,$2.00,$30.00,$20.00,$2.00,$784.00,EXWS8796627,40,Ft,,,,,Refrigerated ISO,,1,Container,,1,0,0,0,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Gabrielle Herman,(836) 737-3966,Sophie Sanders,(817) 639-9401,"Should we start class now, or should we wait for everyone to get here?"
PO-1852,$2.00,07/07/2017,12:32 PM EST,LHIF6QC,901 S America Way,Miami,Port of Miami,FL,33132,341 Valley Farms St.,Atwater,CA,95301,Container,Paid,AlexCarrierBest,AlexShipper,Alexander Iuspa,$2.00,$54.00,$20.00,$2.00,$784.00,PQAW641876,20,Ft,,,,,Thermal,,0,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Zachary Frost,(866) 358-2561,Maria Bean,(767) 624-1622,"There were white out conditions in the town; subsequently, the roads were impassable."
PO-1853,$2.00,07/07/2017,12:31 PM EST,LHIF6QC,131 NW 107th Ave,Miami,Port of Miami,FL,33172,9254 Silver Spear Drive,Santa Monica,CA,90403,Container,Paid,Papo's Hauling Inc,AlexShipper,John Martinez,$2.00,$50.00,$16.00,$2.00,$784.00,WBHS8249108,40,Ft,,,,,Tank,,0,Container,,1,0,0,0,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Tristian Holmes,(622) 366-0781,Kiara Mcconnell,(913) 642-4548,"She did not cheat on the test, for it was not the right thing to do."
PO-1855,$1.00,07/07/2017,05:50 PM EST,XR3R23Q,131 NW 107th Ave,Miami,Port of Miami,FL,33172,52 West Fairway St.,Oxnard,CA,93035,Container,Paid,AlexCarrierBest,AlexShipper,Hiram Vazquez,$1.00,$40.00,$11.00,$1.00,$720.00,TYSY3741961,20,Ft,,,,,Car Carrier,,1,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Harley Cisneros,(969) 727-4137,Camron Mitchell,(783) 770-4148,When I was little I had a car door slammed shut on my hand. I still remember it quite vividly.
PO-1856,$1.00,07/07/2017,05:50 PM EST,XR3R23Q,132 NW 107th Ave,Miami,Port of Miami,FL,33172,574 Paris Hill Ave.,Rocklin,CA,95677,Container,Paid,DMS Logistics Inc,AlexShipper,John Martinez,$1.00,$48.00,$18.00,$1.00,$720.00,VRFY3420216,40,Ft,,,,,Half Height,,1,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Jase Bentley,(786) 567-7901,Zachary Frost,(330) 641-5395,"Cats are good pets, for they are clean and are not noisy."
PO-1857,$1.00,07/07/2017,05:50 PM EST,XR3R23Q,133 NW 107th Ave,Miami,Port of Miami,FL,33172,9657 Grandrose Dr.,Palos Verdes Peninsula,CA,90274,Container,Paid,DMS Logistics Inc,AlexShipper,Walter Saldana,$1.00,$33.00,$17.00,$1.00,$720.00,DYMN8919836,20,Ft,,,,,Dry,,1,Container,,1,0,0,0,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Azaria Robertson,(623) 394-9907,Tyree Vincent,(323) 145-1871,She borrowed the book from him many years ago and hasn't yet returned it.
PO-1858,$1.00,07/07/2017,05:50 PM EST,XR3R23Q,131 NW 107th Ave,Miami,Port of Miami,FL,33172,29 Foxrun Lane,Atwater,CA,95301,Container,Cancelled,Quickload,AlexShipper,Weymar Marenco,$1.00,$74.00,$10.00,$1.00,$720.00,ZLFZ1841268,40,Ft,,,,,Flat Rack,,0,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Leon Escobar,(395) 252-5053,Roderick Hawkins,(992) 708-4400,"Yeah, I think it's a good environment for learning English."
